score,s_venue,s_code,s_business,s_method,s_gap,venue,arxiv_id,published,domains,title,journal_ref,strong_hits,url
38.3,0,15,1.2,12.0,5.0,,2608.10538,2026-08-11,16-智能体工程,SKILLER: Language-Level Reinforcement Learning for Reusable Skill Extraction in Small Language Models,,,https://arxiv.org/abs/2608.10538
38.3,0,15,10.5,6.0,5.0,,2607.09745,2026-07-03,04-供应链,SupplyNetPy: An Open-Source Python Library for High-Fidelity Modeling and Simulation of Arbitrary Supply Chain and Inventory Networks,,inventory|replenishment|supply chain,https://arxiv.org/abs/2607.09745
38.2,0,0,15.2,15.0,2.5,,2608.15775,2026-08-16,15-营销投放分析,Causal mediation analysis for zero-inflated longitudinal data in the presence of treatment non-compliance and multiple mediators,,campaign|discount|promotion|shipping,https://arxiv.org/abs/2608.15775
38.2,0,0,12.9,15.0,5.0,,2608.14068,2026-08-14,00-电商Agent,MACS: A Hybrid Multi-Agent Framework for Reliable Conversational E-Commerce Recommendation,,catalog|e-commerce|inventory,https://arxiv.org/abs/2608.14068
37.8,0,11,3.5,12.0,5.0,,2608.25500,2026-08-26,16-智能体工程,CaSKG: Counterfactual-Causal Skill Graphs for Scalable Agent Skill Retrieval,,return,https://arxiv.org/abs/2608.25500
37.6,0,15,3.5,9.0,2.5,,2609.11115,2026-09-10,16-智能体工程,Benchmark Radar: A Living Database and Search Engine for AI Benchmarks and Evaluation,,catalog,https://arxiv.org/abs/2609.11115
37.3,18,0,3.5,9.0,0.0,EMNLP,2609.00165,2026-08-31,05-推荐系统,Two-Sided State-Space Models for Sequential Recommendation with Non-Random Multimodal Review Feedback,,recommendation system,https://arxiv.org/abs/2609.00165
37.1,0,0,8.2,18.0,5.0,,2608.20707,2026-08-21,00-电商Agent,Towards Faithful Simulation of Human Shopping Behavior,,e-commerce|shopping,https://arxiv.org/abs/2608.20707
37.0,30,0,3.5,1.0,0.0,RecSys,2607.10235,2026-07-11,05-推荐系统,Consensus vs. Dissent: Dynamic LLM Modeling of Subjective Preferences in Group Recommenders,,recommender,https://arxiv.org/abs/2607.10235
36.9,0,15,4.0,9.0,2.5,,2608.26747,2026-08-27,10-MAS,AgentFold: Closed-Loop Agentic Search for Protein Folding Model Design,,,https://arxiv.org/abs/2608.26747
36.7,18,0,0.0,9.0,2.5,NeurIPS,2609.05818,2026-09-05,16-智能体工程,Agentic BAIM-LLM Evaluation (ABLE): Benchmarking LLM Use of Protein Design Tools,,,https://arxiv.org/abs/2609.05818
36.7,18,0,0.0,9.0,2.5,EMNLP,2609.05776,2026-09-04,09-DataAgent-LLM,DI-Bench: Systematically Generating In-Domain Data Intelligence Benchmarks for Enterprise Agents,,,https://arxiv.org/abs/2609.05776
36.7,0,0,15.2,15.0,2.5,,2607.27265,2026-07-29,13-广告分析,PlatformBid: An Auto-Bidding Benchmark from a Unified Advertising Platform's Perspective,,advertis|bidding|conversion|e-commerce|promotion,https://arxiv.org/abs/2607.27265
36.5,18,0,11.7,0.0,0.0,NeurIPS,2609.01519,2026-09-01,10-MAS,When Guardrails Look Effective: Construct Validity Failures in LLM Agent Commerce Evaluation,,marketplace|return|seller,https://arxiv.org/abs/2609.01519
36.4,18,0,3.5,6.0,2.5,RecSys,2608.26804,2026-08-27,02-A_B实验,Incremental Recommendation via Causal Models,,a/b test,https://arxiv.org/abs/2608.26804
36.4,0,0,14.5,18.0,0.0,,2607.25956,2026-07-28,04-供应链,Large Language Model for Operations Research Formulation Selection in Multi-Warehouse Inventory Allocation,,inventory|replenishment|warehouse,https://arxiv.org/abs/2607.25956
36.4,0,0,18.0,12.0,5.0,,2606.29366,2026-06-28,04-供应链,Solver-Verified Formulation Generation and Selection for Multi-Warehouse Inventory Allocation Using Large Language Models,,e-commerce|inventory|replenishment|supply chain|warehouse,https://arxiv.org/abs/2606.29366
36.3,30,0,3.5,0.0,0.0,VLDB,2607.13339,2026-07-14,09-DataAgent-LLM,Not Your Usual Type(s): Data contracts as types across languages and engines,,catalog,https://arxiv.org/abs/2607.13339
36.2,0,15,0.0,12.0,5.0,,2608.00558,2026-08-01,10-MAS,AiFlow: Token-Native Reactive Orchestration with Bounded Backpressure for Streaming LLM Applications,,,https://arxiv.org/abs/2608.00558
36.2,0,11,0.0,20,2.5,,2607.11374,2026-07-13,12-ML基础,Surprisingly Simple and Effective Multi-Domain Graph Foundation Model through Graph-to-Table Alignment,,,https://arxiv.org/abs/2607.11374
36.1,0,15,1.2,12.0,2.5,,2608.15056,2026-08-15,08-知识图谱,GraphLoom: Reliability-Calibrated Graph Evidence Routing for Multimodal KG-RAG,,,https://arxiv.org/abs/2608.15056
36.1,0,11,5.2,18.0,0.0,,2607.19398,2026-07-04,08-知识图谱,HyGRL: Adaptive Hybrid Graph Reasoning for Multi-Entity Questions,,,https://arxiv.org/abs/2607.19398
36.0,0,11,0.0,15.0,5.0,,2608.09248,2026-08-10,16-智能体工程,Emotion2Skill: Model-Internal Emotion Signals for Adaptive Skill Selection and Evolution,,,https://arxiv.org/abs/2608.09248
35.9,18,0,8.2,1.0,2.5,COLM,2608.22830,2026-08-24,09-DataAgent-LLM,Beyond the Harness: End-to-End Optimization of Context Artifacts for Enterprise Text-to-SQL,COLM 2026 Workshop - Context Beyond the Window,catalog|online retail,https://arxiv.org/abs/2608.22830
35.8,0,15,1.2,12.0,2.5,,2608.10176,2026-08-10,08-知识图谱,TRACE: Trustworthy Retrieval-Augmented Conversational Engine,,,https://arxiv.org/abs/2608.10176
35.6,0,11,0.0,15.0,2.5,,2609.04865,2026-09-04,16-智能体工程,CoSkill: Joint Reinforcement Learning of Reasoning and Meta-Skill Agents for Hierarchical Skill Evolution,,,https://arxiv.org/abs/2609.04865
35.5,0,0,14.0,15.0,0.0,,2608.27991,2026-08-28,02-A_B实验,HubMixer: Progressive Latent Hub Mixing for Parameter-Efficient Feature Interaction in Recommendation,,a/b test|advertis|conversion|ranking system,https://arxiv.org/abs/2608.27991
35.5,0,15,2.4,9.0,5.0,,2607.27773,2026-07-30,16-智能体工程,ChronoMem: Version Control and Semantic Rollback for Large Language Model Agent Memory,,,https://arxiv.org/abs/2607.27773
35.4,0,0,10.5,18.0,0.0,,2609.02170,2026-09-02,02-A_B实验,DMRL: Document-Mediated Reinforcement Learning for Skill Optimization in Advertising Recommendation,,a/b test|advertis|return,https://arxiv.org/abs/2609.02170
35.3,18,0,0.0,12.0,0.0,ICML,2608.14211,2026-08-14,12-ML基础,Training Fair Tabular Foundation Models,,,https://arxiv.org/abs/2608.14211
35.2,18,0,7.0,3.0,0.0,EMNLP,2609.05758,2026-09-04,02-A_B实验,From Monolithic Blending to Agentic Orchestration: Dynamic Response for Conversational Assistants at Scale,,a/b test|marketplace,https://arxiv.org/abs/2609.05758
35.2,0,11,3.5,15.0,0.0,,2608.17316,2026-08-18,05-推荐系统,Empowering Compact LLMs with Fusion of Layer-wise Exits for Recommendation,,recommender,https://arxiv.org/abs/2608.17316
35.1,0,0,14.0,12.0,5.0,,2607.28488,2026-07-30,04-供应链,SCOPE: Supply-Chain Operations through Coupled Policies for End-to-End Coordination,,assortment|inventory|replenishment|supply chain,https://arxiv.org/abs/2607.28488
35.0,18,0,1.2,9.0,2.5,KDD,2608.01311,2026-08-02,10-MAS,RH-RAG: Trustworthy Long-Form Generation for Privacy-Constrained Settings,,,https://arxiv.org/abs/2608.01311
34.9,0,0,10.5,15.0,2.5,,2609.01933,2026-09-01,04-供应链,"OR-Transformer: Scaling Real-Time Decision-Making to 1,000 Items",,inventory|replenishment|supply chain,https://arxiv.org/abs/2609.01933
34.9,0,0,14.0,9.0,7,,2608.08621,2026-08-09,13-广告分析|16-智能体工程|00-电商Agent,Business Arena: Benchmarking LLM Agents in a Realistic Marketplace,,cross-border|marketplace|pricing|seller,https://arxiv.org/abs/2608.08621
34.8,0,0,15.2,12.0,2.5,,2608.10182,2026-08-10,01-因果推断|02-A_B实验|13-广告分析,From Prediction to Incrementality: Causal Optimization for Large-Scale Targeting and Recommendation,,a/b test|bandit|campaign|recommendation system,https://arxiv.org/abs/2608.10182
34.8,18,0,1.2,12.0,2.5,ACL,2606.25656,2026-06-24,16-智能体工程,Is GraphRAG Needed? From Basic RAG to Graph-/Agentic Solutions with Context Optimization,,,https://arxiv.org/abs/2606.25656
34.6,0,11,4.7,12.0,0.0,,2609.02671,2026-09-02,05-推荐系统,Recommender System as Slow and Fast Thinkers,,recommender,https://arxiv.org/abs/2609.02671
34.4,0,15,0.0,15.0,2.5,,2607.09751,2026-07-04,12-ML基础,Task-Conditioned Synthetic Data Generation for Improving Machine Learning Performance in Agricultural Prediction Tasks,,,https://arxiv.org/abs/2607.09751
34.3,0,15,1.2,12.0,2.5,,2607.22443,2026-07-24,01-因果推断|09-DataAgent-LLM,A Human-Augmenting Agentic Workflow for Observational Causal Inference,,,https://arxiv.org/abs/2607.22443
34.1,18,0,10.5,1.0,0.0,KDD,2608.04341,2026-08-05,00-电商Agent,Continuous Improvement and Parallel Autonomous Exploration: An LLM-Agent Framework for Searching Large Solution Spaces,,catalog|e-commerce|logistics,https://arxiv.org/abs/2608.04341
34.1,18,0,0.0,12.0,2.5,ICML,2606.31208,2026-06-30,12-ML基础,Probing Memorization of Tabular In-Context Learning,,,https://arxiv.org/abs/2606.31208
34.0,0,15,0.0,12.0,0.0,,2609.04013,2026-09-03,12-ML基础,LLM4CKD: Large Language Models for Early Stage Chronic Kidney Disease Screening,,,https://arxiv.org/abs/2609.04013
34.0,0,15,0.0,12.0,2.5,,2608.03166,2026-08-04,10-MAS,Adversarial Stress Testing of Role-Playing Language Agents using Multi-Agent Evaluation,,,https://arxiv.org/abs/2608.03166
33.9,0,11,1.2,15.0,2.5,,2608.00485,2026-08-01,09-DataAgent-LLM,SERL-SQL: Selective Hindsight Distillation for Text-to-SQL Reinforcement Agentic Learning,,,https://arxiv.org/abs/2608.00485
33.6,0,0,3.5,18.0,5.0,,2609.04882,2026-09-04,05-推荐系统,AtomRec: Evolving Atomic Memory for Agentic Recommendation,,recommender,https://arxiv.org/abs/2609.04882
33.6,0,0,7.5,18.0,2.5,,2608.16416,2026-08-17,12-ML基础,Evolving Executable Pipeline Programs for AutoML with Language Models,,return,https://arxiv.org/abs/2608.16416
33.6,0,11,0.0,15.0,2.5,,2608.10837,2026-08-11,12-ML基础,TACTICL: Task-Aware Compression of Tabular ICL Models,,,https://arxiv.org/abs/2608.10837
33.5,0,0,18.0,9.0,0.0,,2608.28065,2026-08-28,02-A_B实验|13-广告分析,Learning to Allocate Incentives for Incentivized Advertising via Offline Model-Based Reinforcement Learning,,a/b test|advertis|bidding|promotion|user feedback,https://arxiv.org/abs/2608.28065
33.5,0,0,15.2,12.0,0.0,,2608.25635,2026-08-26,02-A_B实验,DCEO: Direct Causal Effect Optimization for Long-Term User Value Modeling in E-commerce Search,,a/b test|e-commerce|merchandis|search ranking,https://arxiv.org/abs/2608.25635
33.4,0,15,0.0,9.0,2.5,,2609.02459,2026-09-02,16-智能体工程,CivBench: A Long-Horizon Benchmark for Tool-Mediated Agents in Civilization VI,,,https://arxiv.org/abs/2609.02459
33.4,18,0,0.0,9.0,0.0,EMNLP,2608.27070,2026-08-27,11-AI人文,Unifying Detection and Adaptation in Task-Free Continual Learning,,,https://arxiv.org/abs/2608.27070
33.3,0,11,3.5,12.0,0.0,,2609.01335,2026-09-01,12-ML基础,Bandits in Prod: Hyperparameter Optimization at Inference Time,,bandit,https://arxiv.org/abs/2609.01335
33.2,0,0,9.9,18.0,2.5,,2607.13998,2026-07-15,10-MAS,The Dynamic Verifiable Multi-Agent Human Agentic Loyalty Loop (DVM-HALL) Model and the Net Human-Agent Score (NHAS) in Autonomous Commerce,,shopping,https://arxiv.org/abs/2607.13998
33.1,18,0,4.7,6.0,0.0,WWW,2608.02345,2026-08-03,10-MAS,Can AI Agents Simulate A/B Test Outcomes? A Validation Framework for Agentic Experimentation,,a/b test,https://arxiv.org/abs/2608.02345
33.0,0,0,11.0,18.0,0.0,,2607.26485,2026-07-29,00-电商Agent,Parameterized Fair Resource Allocation under Diversity Constraints,,e-commerce|recommendation system,https://arxiv.org/abs/2607.26485
33.0,0,15,4.7,9.0,2.5,,2607.03028,2026-07-03,00-电商Agent,HETERQA: Benchmarking Record Retrieval over Multiple Heterogeneous Sources,,e-commerce,https://arxiv.org/abs/2607.03028
32.8,18,0,4.7,6.0,2.5,KDD,2606.30992,2026-06-30,15-营销投放分析,Hierarchical Clustering As a Novel Solution to the Notorious Multicollinearity Problem in Observational Causal Inference,,advertis,https://arxiv.org/abs/2606.30992
32.7,0,15,2.4,9.0,2.5,,2607.23340,2026-07-25,09-DataAgent-LLM,ABISS: Evaluating Text-to-SQL Systems Through Agent Interaction,,,https://arxiv.org/abs/2607.23340
32.6,0,0,15.2,12.0,2.5,,2607.14835,2026-07-16,05-推荐系统,LLM-Based Re-Ranking for Real Estate Search,,a/b test|catalog|marketplace|recommendation system,https://arxiv.org/abs/2607.14835
32.5,18,0,0.0,3.0,5.0,EMNLP,2608.28439,2026-08-28,16-智能体工程,Fidelity Is Not Enough: Dispatch-Level Instrumentation for Agentic Datasheet Extraction,,,https://arxiv.org/abs/2608.28439
32.5,0,11,7.5,12.0,0.0,,2607.04270,2026-07-05,05-推荐系统,LBR: Towards Mitigating Length Bias in Large Language Models for Recommendation,,recommender,https://arxiv.org/abs/2607.04270
32.3,18,0,0.0,3.0,5.0,CIKM,2608.25869,2026-08-26,16-智能体工程,Anchoring Bias in LLM-as-a-Judge Systems: Prior Scores Compromise Evaluation Independence,,,https://arxiv.org/abs/2608.25869
32.3,0,0,1.2,20,5.0,,2608.22310,2026-08-23,16-智能体工程,HERO: Human-profile Enhanced Retrieval Optimization Framework for Long-term Agent Memory,,,https://arxiv.org/abs/2608.22310
32.3,0,0,12.2,15.0,0.0,,2608.10187,2026-08-10,02-A_B实验|05-推荐系统,ConnectionMind: Leveraging Social Networks and Large Language Models for Personalized Recommendation at Meta,,a/b test|recommendation system,https://arxiv.org/abs/2608.10187
32.2,0,0,8.2,15.0,5.0,,2607.26500,2026-07-29,05-推荐系统,Multi-Decoder OneRec: Controllable Generative Retrieval for Multi-Objective Industrial Recommendation,,a/b test|recommender,https://arxiv.org/abs/2607.26500
32.2,0,0,5.9,20,2.5,,2607.24607,2026-07-27,05-推荐系统,"One Graph, Multiple Gains: Single High-Quality Item-Item Graph for Multimodal Recommendation",,discount,https://arxiv.org/abs/2607.24607
32.1,0,0,4.7,20,5.0,,2607.09817,2026-07-10,00-电商Agent,"Estimation, Prediction, and Assortment Optimization for Markov Chain Choice Models with Panel Data",,assortment,https://arxiv.org/abs/2607.09817
32.0,0,11,0.0,18.0,0.0,,2607.15901,2026-07-17,09-DataAgent-LLM,DSWorld: A Data Science World Model for Efficient Autonomous Agents,,,https://arxiv.org/abs/2607.15901
32.0,18,0,7.0,6.0,0.0,ICML,2606.24509,2026-06-23,08-知识图谱,A Fair Evaluation of Graph Foundation Models for Node Property Prediction,,e-commerce|recommendation system,https://arxiv.org/abs/2606.24509
31.9,0,0,17.6,9.0,2.5,,2607.13328,2026-07-14,00-电商Agent,Privacy Preserving Recommender Systems Balancing Personalization with Privacy,,discount|e-commerce|recommendation system|recommender,https://arxiv.org/abs/2607.13328
31.8,0,11,1.2,9.0,5.0,,2608.16071,2026-08-17,16-智能体工程,Skill2Query: Exploiting Skill Structure to Generate Pseudo-Queries for Agent Skill Retrieval,,,https://arxiv.org/abs/2608.16071
31.8,0,15,1.2,9.0,2.5,,2607.28033,2026-07-30,09-DataAgent-LLM,DataClawEval: A Benchmark for Data Engineering Agents in Real Industrial Harness,,,https://arxiv.org/abs/2607.28033
31.7,0,0,14.0,9.0,2.5,,2608.24034,2026-08-25,05-推荐系统,TAGR: Temporally Adaptive Generative Recommendation for Industrial Live-Streaming Advertising,,advertis|e-commerce|recommender|shopping|user feedback,https://arxiv.org/abs/2608.24034
31.6,0,0,8.2,15.0,2.5,,2608.21128,2026-08-21,15-营销投放分析,Structural Estimation of Marketing Mix Model Parameters from Geo-Experiments,,budget allocation|roas,https://arxiv.org/abs/2608.21128
31.6,0,15,0.0,9.0,2.5,,2608.10366,2026-08-11,09-DataAgent-LLM,DSAgentBench: Can Agents Automate End-to-End Data-Science Workflows in Real Computer Environments?,,,https://arxiv.org/abs/2608.10366
31.5,0,0,0.0,20,5.0,,2608.27454,2026-08-27,16-智能体工程,WikiSkill: Compiling Agent Experience into Persistent Knowledge for Skill Evolution,,,https://arxiv.org/abs/2608.27454
31.5,0,0,4.0,20,2.5,,2608.09162,2026-08-10,12-ML基础,Tabular Numeric Stretch Transformation,,,https://arxiv.org/abs/2608.09162
31.4,0,0,10.5,12.0,2.5,,2608.27296,2026-08-27,00-电商Agent,LLMs Can Design Near-Optimal OR Algorithms,,assortment|inventory|return,https://arxiv.org/abs/2608.27296
31.4,0,4,5.9,15.0,5.0,,2606.29947,2026-06-29,05-推荐系统,Diagnosing and Mitigating Retrieval Bottlenecks in LLM-Based Cold-Start Recommendation,,recommender,https://arxiv.org/abs/2606.29947
31.3,0,0,7.0,15.0,2.5,,2609.00638,2026-09-01,13-广告分析,It Takes Two to Match: Co-Evolving Generative Retriever with Reinforcement Learning,,advertis|marketplace,https://arxiv.org/abs/2609.00638
31.3,0,11,3.5,9.0,2.5,,2608.14011,2026-08-14,05-推荐系统,EchoRec: Multi-Item Prediction-Empowered Generative Recommendation via Cycle-Consistent Preference Alignment,,recommender,https://arxiv.org/abs/2608.14011
31.2,0,0,16.4,9.0,0.0,,2608.18606,2026-08-19,02-A_B实验,OneModel: A Unified Foundation for Platform-Scale Multi-Scenario Ranking,,a/b test|advertis|ranking system|recommender,https://arxiv.org/abs/2608.18606
31.1,0,15,0.0,6.0,2.5,,2609.11108,2026-09-10,10-MAS,But How Would AI Agents Run a Town's Economy?,,,https://arxiv.org/abs/2609.11108
31.1,0,0,14.0,9.0,2.5,,2609.10563,2026-08-17,03-时间序列|04-供应链,Supply Chain Analytics: A Data-Driven Approach,,demand forecasting|fulfillment|inventory|logistics|replenishment|supply chain,https://arxiv.org/abs/2609.10563
31.1,0,0,5.2,18.0,2.5,,2608.15145,2026-08-15,09-DataAgent-LLM,ACTS-SQL: Agentic and Critic-Oriented Tree-Structured SQL Correctness with Large Language Models,,,https://arxiv.org/abs/2608.15145
30.9,18,0,0.0,6.0,0.0,NeurIPS,2609.02766,2026-09-02,12-ML基础,"Do Tabular Foundation Models Know Physics? Contamination, Units, and the Deterministic Limit",,,https://arxiv.org/abs/2609.02766
30.9,0,15,1.2,6.0,2.5,,2608.26199,2026-08-25,16-智能体工程,Benchmarking AI Agents for Hardware Design Automation via MCP Tool Calling,,,https://arxiv.org/abs/2608.26199
30.9,0,15,1.2,6.0,2.5,,2608.24086,2026-08-25,09-DataAgent-LLM,EMRB: A Multi-Level Benchmark for Evaluating LLM Reasoning over Raw Electromagnetic Signals,,,https://arxiv.org/abs/2608.24086
30.8,0,11,3.5,6.0,5.0,,2608.13867,2026-08-14,16-智能体工程,Engineering Reliable Coding Agents: Evaluating and Operating the System Around the Model,,catalog,https://arxiv.org/abs/2608.13867
30.8,0,0,8.7,18.0,2.5,,2606.31804,2026-06-30,03-时间序列|12-ML基础,Relational and Sequential Conformal Inference for Energy Time Series over Graphs via Foundation Models,,demand forecasting,https://arxiv.org/abs/2606.31804
30.7,0,15,0.0,9.0,2.5,,2607.28877,2026-07-30,10-MAS,Open-Source LLM-Driven Formal Verification: A Multi-Agent Pipeline for RTL Repair,,,https://arxiv.org/abs/2607.28877
30.7,0,0,4.0,18.0,5.0,,2607.23286,2026-07-25,12-ML基础,Adaptive Graph-of-Islands Evolution for Automatic Feature Engineering with LLMs,,,https://arxiv.org/abs/2607.23286
30.7,18,0,3.5,6.0,2.5,ICML,2606.20961,2026-06-18,11-AI人文,Is Our Benchmark Enough? An Analysis of Continual Learning for MLLMs,,retention,https://arxiv.org/abs/2606.20961
30.6,0,11,1.2,12.0,2.5,,2607.25959,2026-07-28,08-知识图谱,"Detecting Knowledge Inconsistencies Across Text, Tables, and Knowledge Graphs",,,https://arxiv.org/abs/2607.25959
30.5,0,0,1.2,20,2.5,,2609.02944,2026-09-01,09-DataAgent-LLM,Reflect-SQL: A Self-Reflection Based Framework for Text-to-SQL,"In: Trends and Applications in Knowledge Discovery and Data Mining (PAKDD 2026 Workshops), pp. 74-86, Springer, 2026. Print ISBN: 978-981-92-2013-7, eBook ISBN: 978-981-92-2014-4",,https://arxiv.org/abs/2609.02944
30.4,0,15,5.2,9.0,0.0,,2607.22652,2026-06-26,08-知识图谱,KG2Code: Bridging Knowledge Graphs and Large Language Models via Executable Code for Question Answering,,,https://arxiv.org/abs/2607.22652
30.4,18,0,3.5,6.0,2.5,EMNLP,2606.17698,2026-06-16,00-电商Agent,EComAgentBench: Benchmarking Shopping Agents on Long-Horizon Tasks with Distributed Hidden Intent,,shopping,https://arxiv.org/abs/2606.17698
30.2,18,0,3.5,0.0,2.5,RecSys,2608.23154,2026-08-24,05-推荐系统,The Disconnect Between Better Descriptive Reasoning Trace Quality and Recommendation Effectiveness,,e-commerce,https://arxiv.org/abs/2608.23154
30.2,0,15,1.2,6.0,2.5,,2608.15389,2026-08-15,09-DataAgent-LLM,Agentic-SQL Revisited: Autonomy-Based Taxonomy and Empirical Benchmark Analysis for LLM Text-to-SQL,,,https://arxiv.org/abs/2608.15389
30.2,0,0,14.0,9.0,7,,2606.15862,2026-06-14,04-供应链,RetailBench: Benchmarking long horizon reasoning and coherent decision making of LLM agents in realistic retail environments,,assortment|inventory|pricing|replenishment,https://arxiv.org/abs/2606.15862
30.1,0,11,0.0,9.0,2.5,,2609.11318,2026-09-10,09-DataAgent-LLM|16-智能体工程,Mr.LHDR: A Benchmark for Multimodal Real-World Long-Horizon Deep Research Agents,,,https://arxiv.org/abs/2609.11318
30.1,0,0,0.0,18.0,5.0,,2609.04749,2026-09-04,10-MAS,DCFA: Dual-view Causal-inspired Attribution for Failure Reasoning in LLM-based Multi-agent Systems,,,https://arxiv.org/abs/2609.04749
30.1,0,0,5.9,15.0,2.5,,2608.29410,2026-08-29,05-推荐系统,Agents as Knowledge Integrator and Utilizer in Multimodal Recommendation,,recommender,https://arxiv.org/abs/2608.29410
30.1,0,0,1.2,20,2.5,,2608.26836,2026-08-27,08-知识图谱,SymbolLKG: Towards Verifiable Logical Reasoning via Logical Knowledge Graph and Symbolic Solvers,,,https://arxiv.org/abs/2608.26836
29.9,0,0,11.7,9.0,2.5,,2608.29652,2026-08-30,02-A_B实验,ICEGR: An Intent-Coherent End-to-End Generative Retrieval Framework for E-commerce Search,,a/b test|catalog|e-commerce,https://arxiv.org/abs/2608.29652
29.9,0,0,11.7,12.0,0.0,,2608.22979,2026-08-24,02-A_B实验,SA-RSQ: A Versatile Sparse Representation Framework for Multi-modal Recommender Systems,,a/b test|advertis|recommender,https://arxiv.org/abs/2608.22979
29.9,0,11,0.0,9.0,5.0,,2608.08677,2026-08-09,16-智能体工程,Branch2Skill: Efficient Skill Evolution Through Reasoning Trees,,,https://arxiv.org/abs/2608.08677
29.9,0,0,3.5,20,2.5,,2607.25346,2026-07-28,05-推荐系统,The Case Against Generation for Retrieval: Discriminative Language Models as Effective Retrievers,,recommender,https://arxiv.org/abs/2607.25346
29.8,0,0,0.0,18.0,5.0,,2609.01058,2026-09-01,16-智能体工程,ARISE-RL: Agentic Rubric-Grounded Iterative Self-Evolution with Reinforcement Learning,,,https://arxiv.org/abs/2609.01058
29.8,0,0,0.0,18.0,5.0,,2608.29953,2026-08-30,16-智能体工程,SearchWiki: Learning to Build and Navigate Knowledge Wikis for Active Information Seeking,,,https://arxiv.org/abs/2608.29953
29.8,0,0,3.5,18.0,2.5,,2608.18849,2026-08-19,12-ML基础,GEAR: Generative Expansion and Real Anchoring for Two-Stage Distillation of Tabular Foundation Models,,return,https://arxiv.org/abs/2608.18849
29.7,0,11,0.0,9.0,2.5,,2609.06080,2026-09-05,12-ML基础|14-用户分析,PhenoBench: Mapping What a Deeply Phenotyped Human Cohort Can Tell Us,,,https://arxiv.org/abs/2609.06080
29.7,0,0,5.9,15.0,2.5,,2608.25755,2026-08-26,05-推荐系统,Hamiltonian Spectral-Temporal Dissipative Dynamics for Sequential Recommendation,,recommender,https://arxiv.org/abs/2608.25755
29.7,0,0,3.5,18.0,2.5,,2608.17613,2026-08-18,02-A_B实验|05-推荐系统,"Once Generated, Ranked: End-to-End Generative Slate Recommendation with Unified Semantic-Collaborative IDs",,a/b test,https://arxiv.org/abs/2608.17613
29.7,0,11,3.5,6.0,5.0,,2608.00426,2026-08-01,10-MAS,MAPLE-Guard: Memory-Aware Link Enforcement Against Memory-Link Poisoning in Multi-Agent Systems,,promotion,https://arxiv.org/abs/2608.00426
29.6,0,0,5.2,18.0,2.5,,2607.25209,2026-07-28,05-推荐系统,VaLiDRec: Variable-Length LLM-Aligned Semantic IDs for Generative Recommendation,,,https://arxiv.org/abs/2607.25209
29.5,0,11,0.0,12.0,0.0,,2608.28503,2026-08-28,05-推荐系统,SG-UMP: Sequence-Guided Universal Multimodal Prioritization Calculation Framework,,,https://arxiv.org/abs/2608.28503
29.4,0,0,10.5,9.0,2.5,,2609.08071,2026-09-08,04-供应链,Automated Design of Inventory Policy with Large Language Models: An Exploratory Study,,discount|inventory|replenishment,https://arxiv.org/abs/2609.08071
29.3,0,0,7.5,12.0,2.5,,2609.07529,2026-09-07,16-智能体工程,CoRL: Co-Evolutionary Reinforcement Learning for Adaptive Indirect Prompt-Injection Attacks and Defenses,,return,https://arxiv.org/abs/2609.07529
29.3,0,0,7.5,15.0,0.0,,2609.01544,2026-09-01,04-供应链,Variable Selection for Feature-Based Newsvendor,,inventory,https://arxiv.org/abs/2609.01544
29.3,0,11,0.0,9.0,2.5,,2609.00384,2026-08-31,16-智能体工程,RestoreBench: Can AI Agents Restore Power Flow Convergence?,,,https://arxiv.org/abs/2609.00384
29.3,0,11,1.2,9.0,2.5,,2608.15931,2026-08-16,09-DataAgent-LLM,PLSQLBench: Benchmarking LLM Systems for Executable Procedural Database Programming,,,https://arxiv.org/abs/2608.15931
29.2,0,11,0.0,9.0,2.5,,2608.29397,2026-08-29,16-智能体工程,AlgoWorlds: Benchmarking Tool Use for Global Optimization in Algorithmic Worlds,,,https://arxiv.org/abs/2608.29397
29.2,0,0,10.5,12.0,5.0,,2608.26151,2026-07-01,13-广告分析,Explainable Artificial Intelligence for Customer Churn Prediction in Telecommunications: A Framework for CRM Integration,,campaign|customer churn|retention,https://arxiv.org/abs/2608.26151
29.1,0,4,4.7,12.0,2.5,,2608.20918,2026-08-21,09-DataAgent-LLM,UpgradeBench: A Decision-Centric Benchmark for Upgrading Fine-Tuned LLM Specialists,,retention,https://arxiv.org/abs/2608.20918
29.1,18,0,11.0,0,0.0,SIGIR,2606.14474,2026-06-12,05-推荐系统,Verifiable User Simulation for Search and Recommendation Systems,In Proceedings of the 49th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR 2026),recommendation system|recommender,https://arxiv.org/abs/2606.14474
29.0,0,0,8.2,15.0,0.0,,2608.18764,2026-08-19,02-A_B实验,GateDiffInt: Gate-Mediated Controllable Diffusion and Multi-Intent LLM Distillation for User Behavior Modeling,,a/b test|conversion,https://arxiv.org/abs/2608.18764
29.0,0,0,1.2,18.0,5.0,,2608.06997,2026-08-07,05-推荐系统,Hierarchical Quantization with Domain-Adaptive Sparse Routing for Generative Cross-Domain Recommendation,,,https://arxiv.org/abs/2608.06997
28.9,0,0,7.5,12.0,5.0,,2608.02477,2026-08-03,05-推荐系统,Unpaired Modality-Agnostic Generative Recommendation,,recommender,https://arxiv.org/abs/2608.02477
